TransactionID,TransactionAmt,C1,C11,C13,C14,V187,V189,V244,V258,isFraud
3088970,32.648,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,0
3088972,250.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0
3088976,200.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3088978,375.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3088983,100.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0
3088984,50.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
3088985,150.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,0
3088990,150.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3088991,200.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3088992,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3088993,100.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0
3088995,81.62,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3088998,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089001,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089002,50.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
3089004,28.832,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,0
3089007,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089018,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089019,200.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089020,50.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
3089022,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089025,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0
3089026,50.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
3089030,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089033,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089039,450.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089041,1000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089042,150.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089045,150.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089046,50.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0
3089051,300.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089052,150.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089053,50.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,0
3089054,50.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0
3089055,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089056,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089058,100.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0
3089061,60.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089062,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089067,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089074,125.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089075,175.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0
3089077,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089079,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089081,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089082,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089084,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089086,42.093,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089089,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089090,14.925,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0
3089091,50.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
3089093,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089100,82.961,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089101,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089103,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089104,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089106,50.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
3089108,200.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
3089113,150.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089115,200.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089119,150.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089121,30.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
3089123,100.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
3089125,28.567,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089129,75.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089131,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089133,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089134,8.629,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089139,150.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089140,148.082,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089146,150.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089147,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089148,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089153,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089154,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089157,150.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089161,150.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0
3089163,75.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089180,75.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089188,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089189,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089190,50.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,0
3089194,150.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089196,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089201,500.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089212,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089215,75.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089223,125.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0
3089228,75.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089232,15.974,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
3089234,200.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089235,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089238,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089240,400.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089241,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089242,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089243,200.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089244,200.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089248,150.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089250,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089252,250.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
3089253,15.974,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
3089257,125.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089258,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089260,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089262,300.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089263,125.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089265,90.598,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089266,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089268,20.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
3089269,250.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089270,600.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
3089273,250.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089277,50.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
3089278,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089280,50.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
3089281,600.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0
3089282,100.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0
3089283,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089285,50.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
3089288,100.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,0
3089290,50.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
3089293,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089294,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089296,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089297,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089302,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089304,14.925,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0
3089307,10.261,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089309,600.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0
3089311,50.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
3089314,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089315,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089317,125.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089318,75.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0
3089319,50.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0
3089321,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089325,100.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
3089327,25.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
3089329,150.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0
3089330,200.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0
3089331,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089332,100.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
3089333,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089335,20.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
3089336,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089340,20.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
3089342,25.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
3089346,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089348,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089351,450.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089355,50.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0
3089357,20.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
3089361,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089363,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089365,150.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089368,250.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089373,75.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089376,200.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089382,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089386,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089389,40.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089395,75.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
3089396,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089397,75.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
3089403,139.92,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089405,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
3089406,1000.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
3089407,150.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089409,25.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
3089413,50.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
3089415,25.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0
3089416,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089417,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089421,150.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089424,150.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089426,50.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0
3089427,321.816,1.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0
3089433,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089435,75.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089438,150.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
3089440,150.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
3089442,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089444,300.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
3089445,31.482,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089450,75.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
3089453,150.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089463,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089464,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089465,1000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089467,27.401,5.0,6.0,13.0,5.0,1.0,1.0,1.0,1.0,0
3089468,18.656,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089469,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089470,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089471,100.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0
3089474,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089475,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089476,40.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089478,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089479,300.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
3089481,300.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
3089484,25.652,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089486,200.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089487,75.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089492,250.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0
3089494,100.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0
3089497,250.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089499,175.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
3089500,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089501,150.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089504,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089505,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089507,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089508,150.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089513,300.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089515,50.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0
3089517,250.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089519,250.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089520,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089522,450.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089525,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089529,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089531,500.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
3089542,150.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
3089543,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089545,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089546,150.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089547,250.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089550,30.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089552,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089555,30.316,3.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,0
3089557,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089562,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089564,150.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089566,200.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089569,100.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0
3089571,500.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0
3089573,100.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
3089575,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089576,250.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089577,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089578,300.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
3089579,300.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
3089580,250.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089581,23.32,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089583,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089584,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089585,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0
3089592,300.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089596,150.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089599,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089602,125.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,0
3089603,300.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
3089604,150.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089605,30.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089607,175.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
3089609,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089613,200.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089616,175.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
3089621,300.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089623,15.974,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0
3089624,200.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089627,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089629,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089636,75.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089640,120.681,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089641,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089646,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089649,75.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089653,150.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089657,100.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0
3089660,150.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089662,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089663,75.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0
3089665,500.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089667,500.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0
3089669,150.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089671,250.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089677,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089680,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089682,22.366,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089683,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089684,200.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089685,85.118,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
3089687,200.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089689,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089690,75.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089693,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089697,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089703,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089705,150.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089706,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089711,40.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089717,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089718,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089719,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089721,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089724,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089725,150.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089728,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089735,150.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089738,150.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089739,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089740,150.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089741,200.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089748,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089750,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089751,250.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089757,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089759,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089760,200.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089763,150.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089767,75.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089770,50.0,1208.0,952.0,702.0,652.0,1.0,1.0,1.0,2.0,0
3089771,75.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089774,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089775,75.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089777,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089778,150.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089780,30.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089783,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089787,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089788,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089790,75.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
3089798,75.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0
3089801,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089803,50.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0
3089806,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089807,75.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0
3089813,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089818,125.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3089821,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
